location,date,origin,entries
Rennes les champs libres,2012-01-15 16:00,rdc retour,34
Rennes les champs libres,2012-01-15 16:00,rdc vie du citoyen,144
Rennes les champs libres,2012-01-15 17:00,1er etage vie du citoyen,30
Rennes les champs libres,2012-01-15 17:00,rdc 2,14
Rennes les champs libres,2012-01-15 17:00,rdc 3,320
Rennes les champs libres,2012-01-15 17:00,rdc 4,108
Rennes les champs libres,2012-01-15 17:00,rdc retour,26
Rennes les champs libres,2012-01-15 17:00,rdc vie du citoyen,132
Rennes les champs libres,2012-01-15 18:00,1er etage vie du citoyen,19
Rennes les champs libres,2012-01-15 18:00,rdc 2,7
Rennes les champs libres,2012-01-15 18:00,rdc 3,167
Rennes les champs libres,2012-01-15 18:00,rdc 4,50
Rennes les champs libres,2012-01-15 18:00,rdc retour,13
Rennes les champs libres,2012-01-15 18:00,rdc vie du citoyen,56
Rennes les champs libres,2012-01-17 12:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-01-17 12:00,rdc 2,2
Rennes les champs libres,2012-01-17 12:00,rdc 3,145
Rennes les champs libres,2012-01-17 12:00,rdc 4,34
Rennes les champs libres,2012-01-17 12:00,rdc retour,12
Rennes les champs libres,2012-01-17 12:00,rdc vie du citoyen,73
Rennes les champs libres,2012-01-17 13:00,1er etage vie du citoyen,17
Rennes les champs libres,2012-01-17 13:00,rdc 2,3
Rennes les champs libres,2012-01-17 13:00,rdc 3,130
Rennes les champs libres,2012-01-17 13:00,rdc 4,51
Rennes les champs libres,2012-01-17 13:00,rdc retour,10
Rennes les champs libres,2012-01-17 13:00,rdc vie du citoyen,48
Rennes les champs libres,2012-01-17 14:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-01-17 14:00,rdc 2,2
Rennes les champs libres,2012-01-17 14:00,rdc 3,191
Rennes les champs libres,2012-01-17 14:00,rdc 4,48
Rennes les champs libres,2012-01-17 14:00,rdc retour,22
Rennes les champs libres,2012-01-17 14:00,rdc vie du citoyen,81
Rennes les champs libres,2012-01-17 15:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-01-17 15:00,rdc 2,2
Rennes les champs libres,2012-01-17 15:00,rdc 3,213
Rennes les champs libres,2012-01-17 15:00,rdc 4,71
Rennes les champs libres,2012-01-17 15:00,rdc retour,9
Rennes les champs libres,2012-01-17 15:00,rdc vie du citoyen,108
Rennes les champs libres,2012-01-17 16:00,1er etage vie du citoyen,17
Rennes les champs libres,2012-01-17 16:00,rdc 2,3
Rennes les champs libres,2012-01-17 16:00,rdc 3,226
Rennes les champs libres,2012-01-17 16:00,rdc 4,72
Rennes les champs libres,2012-01-17 16:00,rdc retour,12
Rennes les champs libres,2012-01-17 16:00,rdc vie du citoyen,112
Rennes les champs libres,2012-01-17 17:00,1er etage vie du citoyen,23
Rennes les champs libres,2012-01-17 17:00,rdc 2,2
Rennes les champs libres,2012-01-17 17:00,rdc 3,248
Rennes les champs libres,2012-01-17 17:00,rdc 4,70
Rennes les champs libres,2012-01-17 17:00,rdc retour,15
Rennes les champs libres,2012-01-17 17:00,rdc vie du citoyen,98
Rennes les champs libres,2012-01-17 18:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-01-17 18:00,rdc 2,6
Rennes les champs libres,2012-01-17 18:00,rdc 3,211
Rennes les champs libres,2012-01-17 18:00,rdc 4,50
Rennes les champs libres,2012-01-17 18:00,rdc retour,17
Rennes les champs libres,2012-01-17 18:00,rdc vie du citoyen,66
Rennes les champs libres,2012-01-17 19:00,1er etage vie du citoyen,9
Rennes les champs libres,2012-01-17 19:00,rdc 2,3
Rennes les champs libres,2012-01-17 19:00,rdc 3,139
Rennes les champs libres,2012-01-17 19:00,rdc 4,36
Rennes les champs libres,2012-01-17 19:00,rdc retour,6
Rennes les champs libres,2012-01-17 19:00,rdc vie du citoyen,38
Rennes les champs libres,2012-01-17 20:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-01-17 20:00,rdc 2,4
Rennes les champs libres,2012-01-17 20:00,rdc 3,37
Rennes les champs libres,2012-01-17 20:00,rdc 4,17
Rennes les champs libres,2012-01-17 20:00,rdc retour,3
Rennes les champs libres,2012-01-17 20:00,rdc vie du citoyen,18
Rennes les champs libres,2012-01-18 12:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-01-18 12:00,rdc 2,5
Rennes les champs libres,2012-01-18 12:00,rdc 3,163
Rennes les champs libres,2012-01-18 12:00,rdc 4,33
Rennes les champs libres,2012-01-18 12:00,rdc retour,12
Rennes les champs libres,2012-01-18 12:00,rdc vie du citoyen,49
Rennes les champs libres,2012-01-18 13:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-01-18 13:00,rdc 2,5
Rennes les champs libres,2012-01-18 13:00,rdc 3,204
Rennes les champs libres,2012-01-18 13:00,rdc 4,34
Rennes les champs libres,2012-01-18 13:00,rdc retour,8
Rennes les champs libres,2012-01-18 13:00,rdc vie du citoyen,63
Rennes les champs libres,2012-01-18 14:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-01-18 14:00,rdc 2,1
Rennes les champs libres,2012-01-18 14:00,rdc 3,218
Rennes les champs libres,2012-01-18 14:00,rdc 4,63
Rennes les champs libres,2012-01-18 14:00,rdc retour,12
Rennes les champs libres,2012-01-18 14:00,rdc vie du citoyen,81
Rennes les champs libres,2012-01-18 15:00,1er etage vie du citoyen,27
Rennes les champs libres,2012-01-18 15:00,rdc 2,7
Rennes les champs libres,2012-01-18 15:00,rdc 3,223
Rennes les champs libres,2012-01-18 15:00,rdc 4,72
Rennes les champs libres,2012-01-18 15:00,rdc retour,20
Rennes les champs libres,2012-01-18 15:00,rdc vie du citoyen,97
Rennes les champs libres,2012-01-18 16:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-01-18 16:00,rdc 2,6
Rennes les champs libres,2012-01-18 16:00,rdc 3,267
Rennes les champs libres,2012-01-18 16:00,rdc 4,62
Rennes les champs libres,2012-01-18 16:00,rdc retour,25
Rennes les champs libres,2012-01-18 16:00,rdc vie du citoyen,100
Rennes les champs libres,2012-01-18 17:00,1er etage vie du citoyen,17
Rennes les champs libres,2012-01-18 17:00,rdc 2,5
Rennes les champs libres,2012-01-18 17:00,rdc 3,240
Rennes les champs libres,2012-01-18 17:00,rdc 4,39
Rennes les champs libres,2012-01-18 17:00,rdc retour,24
Rennes les champs libres,2012-01-18 17:00,rdc vie du citoyen,73
Rennes les champs libres,2012-01-18 18:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-01-18 18:00,rdc 2,5
Rennes les champs libres,2012-01-18 18:00,rdc 3,147
Rennes les champs libres,2012-01-18 18:00,rdc 4,32
Rennes les champs libres,2012-01-18 18:00,rdc retour,15
Rennes les champs libres,2012-01-18 18:00,rdc vie du citoyen,41
Rennes les champs libres,2012-01-19 12:00,1er etage vie du citoyen,9
Rennes les champs libres,2012-01-19 12:00,rdc 3,129
Rennes les champs libres,2012-01-19 12:00,rdc 4,28
Rennes les champs libres,2012-01-19 12:00,rdc retour,7
Rennes les champs libres,2012-01-19 12:00,rdc vie du citoyen,53
Rennes les champs libres,2012-01-19 13:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-01-19 13:00,rdc 2,4
Rennes les champs libres,2012-01-19 13:00,rdc 3,173
Rennes les champs libres,2012-01-19 13:00,rdc 4,41
Rennes les champs libres,2012-01-19 13:00,rdc retour,6
Rennes les champs libres,2012-01-19 13:00,rdc vie du citoyen,58
Rennes les champs libres,2012-01-19 14:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-01-19 14:00,rdc 2,1
Rennes les champs libres,2012-01-19 14:00,rdc 3,166
Rennes les champs libres,2012-01-19 14:00,rdc 4,46
Rennes les champs libres,2012-01-19 14:00,rdc retour,12
Rennes les champs libres,2012-01-19 14:00,rdc vie du citoyen,61
Rennes les champs libres,2012-01-19 15:00,1er etage vie du citoyen,19
Rennes les champs libres,2012-01-19 15:00,rdc 2,1
Rennes les champs libres,2012-01-19 15:00,rdc 3,190
Rennes les champs libres,2012-01-19 15:00,rdc 4,44
Rennes les champs libres,2012-01-19 15:00,rdc retour,12
Rennes les champs libres,2012-01-19 15:00,rdc vie du citoyen,78
Rennes les champs libres,2012-01-19 16:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-01-19 16:00,rdc 2,8
Rennes les champs libres,2012-01-19 16:00,rdc 3,185
Rennes les champs libres,2012-01-19 16:00,rdc 4,56
Rennes les champs libres,2012-01-19 16:00,rdc retour,4
Rennes les champs libres,2012-01-19 16:00,rdc vie du citoyen,87
Rennes les champs libres,2012-01-19 17:00,1er etage vie du citoyen,26
Rennes les champs libres,2012-01-19 17:00,rdc 2,5
Rennes les champs libres,2012-01-19 17:00,rdc 3,191
Rennes les champs libres,2012-01-19 17:00,rdc 4,53
Rennes les champs libres,2012-01-19 17:00,rdc retour,16
Rennes les champs libres,2012-01-19 17:00,rdc vie du citoyen,72
Rennes les champs libres,2012-01-19 18:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-01-19 18:00,rdc 2,4
Rennes les champs libres,2012-01-19 18:00,rdc 3,101
Rennes les champs libres,2012-01-19 18:00,rdc 4,23
Rennes les champs libres,2012-01-19 18:00,rdc retour,7
Rennes les champs libres,2012-01-19 18:00,rdc vie du citoyen,42
Rennes les champs libres,2012-01-20 12:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-01-20 12:00,rdc 2,6
Rennes les champs libres,2012-01-20 12:00,rdc 3,140
Rennes les champs libres,2012-01-20 12:00,rdc 4,27
Rennes les champs libres,2012-01-20 12:00,rdc retour,6
Rennes les champs libres,2012-01-20 12:00,rdc vie du citoyen,67
Rennes les champs libres,2012-01-20 13:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-01-20 13:00,rdc 2,3
Rennes les champs libres,2012-01-20 13:00,rdc 3,151
Rennes les champs libres,2012-01-20 13:00,rdc 4,47
Rennes les champs libres,2012-01-20 13:00,rdc retour,4
Rennes les champs libres,2012-01-20 13:00,rdc vie du citoyen,50
Rennes les champs libres,2012-01-20 14:00,1er etage vie du citoyen,19
Rennes les champs libres,2012-01-20 14:00,rdc 2,6
Rennes les champs libres,2012-01-20 14:00,rdc 3,171
Rennes les champs libres,2012-01-20 14:00,rdc 4,66
Rennes les champs libres,2012-01-20 14:00,rdc retour,8
Rennes les champs libres,2012-01-20 14:00,rdc vie du citoyen,67
Rennes les champs libres,2012-01-20 15:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-01-20 15:00,rdc 2,6
Rennes les champs libres,2012-01-20 15:00,rdc 3,174
Rennes les champs libres,2012-01-20 15:00,rdc 4,54
Rennes les champs libres,2012-01-20 15:00,rdc retour,12
Rennes les champs libres,2012-01-20 15:00,rdc vie du citoyen,67
Rennes les champs libres,2012-01-20 16:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-01-20 16:00,rdc 2,4
Rennes les champs libres,2012-01-20 16:00,rdc 3,206
Rennes les champs libres,2012-01-20 16:00,rdc 4,61
Rennes les champs libres,2012-01-20 16:00,rdc retour,13
Rennes les champs libres,2012-01-20 16:00,rdc vie du citoyen,77
Rennes les champs libres,2012-01-20 17:00,1er etage vie du citoyen,23
Rennes les champs libres,2012-01-20 17:00,rdc 2,1
Rennes les champs libres,2012-01-20 17:00,rdc 3,159
Rennes les champs libres,2012-01-20 17:00,rdc 4,44
Rennes les champs libres,2012-01-20 17:00,rdc retour,13
Rennes les champs libres,2012-01-20 17:00,rdc vie du citoyen,78
Rennes les champs libres,2012-01-20 18:00,1er etage vie du citoyen,4
Rennes les champs libres,2012-01-20 18:00,rdc 2,2
Rennes les champs libres,2012-01-20 18:00,rdc 3,122
Rennes les champs libres,2012-01-20 18:00,rdc 4,44
Rennes les champs libres,2012-01-20 18:00,rdc retour,12
Rennes les champs libres,2012-01-20 18:00,rdc vie du citoyen,41
Rennes les champs libres,2012-01-21 14:00,1er etage vie du citoyen,30
Rennes les champs libres,2012-01-21 14:00,rdc 2,2
Rennes les champs libres,2012-01-21 14:00,rdc 3,453
Rennes les champs libres,2012-01-21 14:00,rdc 4,77
Rennes les champs libres,2012-01-21 14:00,rdc retour,40
Rennes les champs libres,2012-01-21 14:00,rdc vie du citoyen,127
Rennes les champs libres,2012-01-21 15:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-01-21 15:00,rdc 2,9
Rennes les champs libres,2012-01-21 15:00,rdc 3,325
Rennes les champs libres,2012-01-21 15:00,rdc 4,99
Rennes les champs libres,2012-01-21 15:00,rdc retour,31
Rennes les champs libres,2012-01-21 15:00,rdc vie du citoyen,92
Rennes les champs libres,2012-01-21 16:00,1er etage vie du citoyen,22
Rennes les champs libres,2012-01-21 16:00,rdc 2,7
Rennes les champs libres,2012-01-21 16:00,rdc 3,385
Rennes les champs libres,2012-01-21 16:00,rdc 4,87
Rennes les champs libres,2012-01-21 16:00,rdc retour,33
Rennes les champs libres,2012-01-21 16:00,rdc vie du citoyen,96
Rennes les champs libres,2012-01-21 17:00,1er etage vie du citoyen,26
Rennes les champs libres,2012-01-21 17:00,rdc 2,16
Rennes les champs libres,2012-01-21 17:00,rdc 3,390
Rennes les champs libres,2012-01-21 17:00,rdc 4,107
Rennes les champs libres,2012-01-21 17:00,rdc retour,32
Rennes les champs libres,2012-01-21 17:00,rdc vie du citoyen,133
Rennes les champs libres,2012-01-21 18:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-01-21 18:00,rdc 2,4
Rennes les champs libres,2012-01-21 18:00,rdc 3,214
Rennes les champs libres,2012-01-21 18:00,rdc 4,28
Rennes les champs libres,2012-01-21 18:00,rdc retour,16
Rennes les champs libres,2012-01-21 18:00,rdc vie du citoyen,34
Rennes les champs libres,2012-01-22 14:00,1er etage vie du citoyen,33
Rennes les champs libres,2012-01-22 14:00,rdc 2,8
Rennes les champs libres,2012-01-22 14:00,rdc 3,382
Rennes les champs libres,2012-01-22 14:00,rdc 4,87
Rennes les champs libres,2012-01-22 14:00,rdc retour,16
Rennes les champs libres,2012-01-22 14:00,rdc vie du citoyen,148
Rennes les champs libres,2012-01-22 15:00,1er etage vie du citoyen,27
Rennes les champs libres,2012-01-22 15:00,rdc 2,6
Rennes les champs libres,2012-01-22 15:00,rdc 3,308
Rennes les champs libres,2012-01-22 15:00,rdc 4,117
Rennes les champs libres,2012-01-22 15:00,rdc retour,34
Rennes les champs libres,2012-01-22 15:00,rdc vie du citoyen,172
Rennes les champs libres,2012-01-22 16:00,1er etage vie du citoyen,27
Rennes les champs libres,2012-01-22 16:00,rdc 2,6
Rennes les champs libres,2012-01-22 16:00,rdc 3,357
Rennes les champs libres,2012-01-22 16:00,rdc 4,121
Rennes les champs libres,2012-01-22 16:00,rdc retour,38
Rennes les champs libres,2012-01-22 16:00,rdc vie du citoyen,160
Rennes les champs libres,2012-01-22 17:00,1er etage vie du citoyen,27
Rennes les champs libres,2012-01-22 17:00,rdc 2,14
Rennes les champs libres,2012-01-22 17:00,rdc 3,336
Rennes les champs libres,2012-01-22 17:00,rdc 4,100
Rennes les champs libres,2012-01-22 17:00,rdc retour,42
Rennes les champs libres,2012-01-22 17:00,rdc vie du citoyen,101
Rennes les champs libres,2012-01-22 18:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-01-22 18:00,rdc 2,7
Rennes les champs libres,2012-01-22 18:00,rdc 3,177
Rennes les champs libres,2012-01-22 18:00,rdc 4,38
Rennes les champs libres,2012-01-22 18:00,rdc retour,17
Rennes les champs libres,2012-01-22 18:00,rdc vie du citoyen,71
Rennes les champs libres,2012-01-24 12:00,1er etage vie du citoyen,5
Rennes les champs libres,2012-01-24 12:00,rdc 2,2
Rennes les champs libres,2012-01-24 12:00,rdc 3,172
Rennes les champs libres,2012-01-24 12:00,rdc 4,36
Rennes les champs libres,2012-01-24 12:00,rdc retour,10
Rennes les champs libres,2012-01-24 12:00,rdc vie du citoyen,63
Rennes les champs libres,2012-01-24 13:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-01-24 13:00,rdc 2,5
Rennes les champs libres,2012-01-24 13:00,rdc 3,233
Rennes les champs libres,2012-01-24 13:00,rdc 4,46
Rennes les champs libres,2012-01-24 13:00,rdc retour,11
Rennes les champs libres,2012-01-24 13:00,rdc vie du citoyen,54
Rennes les champs libres,2012-01-24 14:00,1er etage vie du citoyen,27
Rennes les champs libres,2012-01-24 14:00,rdc 2,2
Rennes les champs libres,2012-01-24 14:00,rdc 3,232
Rennes les champs libres,2012-01-24 14:00,rdc 4,82
Rennes les champs libres,2012-01-24 14:00,rdc retour,20
Rennes les champs libres,2012-01-24 14:00,rdc vie du citoyen,84
Rennes les champs libres,2012-01-24 15:00,1er etage vie du citoyen,20
Rennes les champs libres,2012-01-24 15:00,rdc 2,7
Rennes les champs libres,2012-01-24 15:00,rdc 3,248
Rennes les champs libres,2012-01-24 15:00,rdc 4,63
Rennes les champs libres,2012-01-24 15:00,rdc retour,14
Rennes les champs libres,2012-01-24 15:00,rdc vie du citoyen,88
Rennes les champs libres,2012-01-24 16:00,1er etage vie du citoyen,30
Rennes les champs libres,2012-01-24 16:00,rdc 2,4
Rennes les champs libres,2012-01-24 16:00,rdc 3,246
Rennes les champs libres,2012-01-24 16:00,rdc 4,74
Rennes les champs libres,2012-01-24 16:00,rdc retour,11
Rennes les champs libres,2012-01-24 16:00,rdc vie du citoyen,107
Rennes les champs libres,2012-01-24 17:00,1er etage vie du citoyen,31
Rennes les champs libres,2012-01-24 17:00,rdc 2,4
Rennes les champs libres,2012-01-24 17:00,rdc 3,265
Rennes les champs libres,2012-01-24 17:00,rdc 4,65
Rennes les champs libres,2012-01-24 17:00,rdc retour,15
Rennes les champs libres,2012-01-24 17:00,rdc vie du citoyen,106
Rennes les champs libres,2012-01-24 18:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-01-24 18:00,rdc 2,4
Rennes les champs libres,2012-01-24 18:00,rdc 3,321
Rennes les champs libres,2012-01-24 18:00,rdc 4,91
Rennes les champs libres,2012-01-24 18:00,rdc retour,19
Rennes les champs libres,2012-01-24 18:00,rdc vie du citoyen,79
Rennes les champs libres,2012-01-24 19:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-01-24 19:00,rdc 2,4
Rennes les champs libres,2012-01-24 19:00,rdc 3,193
Rennes les champs libres,2012-01-24 19:00,rdc 4,37
Rennes les champs libres,2012-01-24 19:00,rdc retour,8
Rennes les champs libres,2012-01-24 19:00,rdc vie du citoyen,54
Rennes les champs libres,2012-01-24 20:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-01-24 20:00,rdc 2,5
Rennes les champs libres,2012-01-24 20:00,rdc 3,51
Rennes les champs libres,2012-01-24 20:00,rdc 4,17
Rennes les champs libres,2012-01-24 20:00,rdc retour,4
Rennes les champs libres,2012-01-24 20:00,rdc vie du citoyen,11
Rennes les champs libres,2012-01-25 12:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-01-25 12:00,rdc 2,3
Rennes les champs libres,2012-01-25 12:00,rdc 3,180
Rennes les champs libres,2012-01-25 12:00,rdc 4,40
Rennes les champs libres,2012-01-25 12:00,rdc retour,20
Rennes les champs libres,2012-01-25 12:00,rdc vie du citoyen,70
Rennes les champs libres,2012-01-25 13:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-01-25 13:00,rdc 2,4
Rennes les champs libres,2012-01-25 13:00,rdc 3,217
Rennes les champs libres,2012-01-25 13:00,rdc 4,42
Rennes les champs libres,2012-01-25 13:00,rdc retour,5
Rennes les champs libres,2012-01-25 13:00,rdc vie du citoyen,91
Rennes les champs libres,2012-01-25 14:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-01-25 14:00,rdc 2,6
Rennes les champs libres,2012-01-25 14:00,rdc 3,281
Rennes les champs libres,2012-01-25 14:00,rdc 4,62
Rennes les champs libres,2012-01-25 14:00,rdc retour,22
Rennes les champs libres,2012-01-25 14:00,rdc vie du citoyen,93
Rennes les champs libres,2012-01-25 15:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-01-25 15:00,rdc 2,10
Rennes les champs libres,2012-01-25 15:00,rdc 3,298
Rennes les champs libres,2012-01-25 15:00,rdc 4,89
Rennes les champs libres,2012-01-25 15:00,rdc retour,33
Rennes les champs libres,2012-01-25 15:00,rdc vie du citoyen,104
Rennes les champs libres,2012-01-25 16:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-01-25 16:00,rdc 2,10
Rennes les champs libres,2012-01-25 16:00,rdc 3,290
Rennes les champs libres,2012-01-25 16:00,rdc 4,63
Rennes les champs libres,2012-01-25 16:00,rdc retour,27
Rennes les champs libres,2012-01-25 16:00,rdc vie du citoyen,113
Rennes les champs libres,2012-01-25 17:00,1er etage vie du citoyen,21
Rennes les champs libres,2012-01-25 17:00,rdc 2,11
Rennes les champs libres,2012-01-25 17:00,rdc 3,272
Rennes les champs libres,2012-01-25 17:00,rdc 4,60
Rennes les champs libres,2012-01-25 17:00,rdc retour,24
Rennes les champs libres,2012-01-25 17:00,rdc vie du citoyen,105
Rennes les champs libres,2012-01-25 18:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-01-25 18:00,rdc 2,10
Rennes les champs libres,2012-01-25 18:00,rdc 3,121
Rennes les champs libres,2012-01-25 18:00,rdc 4,23
Rennes les champs libres,2012-01-25 18:00,rdc retour,10
Rennes les champs libres,2012-01-25 18:00,rdc vie du citoyen,47
Rennes les champs libres,2012-01-26 12:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-01-26 12:00,rdc 2,1
Rennes les champs libres,2012-01-26 12:00,rdc 3,148
Rennes les champs libres,2012-01-26 12:00,rdc 4,34
Rennes les champs libres,2012-01-26 12:00,rdc retour,7
Rennes les champs libres,2012-01-26 12:00,rdc vie du citoyen,69
Rennes les champs libres,2012-01-26 13:00,1er etage vie du citoyen,9
Rennes les champs libres,2012-01-26 13:00,rdc 2,7
Rennes les champs libres,2012-01-26 13:00,rdc 3,159
Rennes les champs libres,2012-01-26 13:00,rdc 4,48
Rennes les champs libres,2012-01-26 13:00,rdc retour,6
Rennes les champs libres,2012-01-26 13:00,rdc vie du citoyen,57
Rennes les champs libres,2012-01-26 14:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-01-26 14:00,rdc 2,8
Rennes les champs libres,2012-01-26 14:00,rdc 3,217
Rennes les champs libres,2012-01-26 14:00,rdc 4,65
Rennes les champs libres,2012-01-26 14:00,rdc retour,12
Rennes les champs libres,2012-01-26 14:00,rdc vie du citoyen,87
Rennes les champs libres,2012-01-26 15:00,1er etage vie du citoyen,19
Rennes les champs libres,2012-01-26 15:00,rdc 2,2
Rennes les champs libres,2012-01-26 15:00,rdc 3,255
Rennes les champs libres,2012-01-26 15:00,rdc 4,60
Rennes les champs libres,2012-01-26 15:00,rdc retour,5
Rennes les champs libres,2012-01-26 15:00,rdc vie du citoyen,93
Rennes les champs libres,2012-01-26 16:00,1er etage vie du citoyen,24
Rennes les champs libres,2012-01-26 16:00,rdc 2,1
Rennes les champs libres,2012-01-26 16:00,rdc 3,217
Rennes les champs libres,2012-01-26 16:00,rdc 4,61
Rennes les champs libres,2012-01-26 16:00,rdc retour,12
Rennes les champs libres,2012-01-26 16:00,rdc vie du citoyen,101
Rennes les champs libres,2012-01-26 17:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-01-26 17:00,rdc 2,3
Rennes les champs libres,2012-01-26 17:00,rdc 3,192
Rennes les champs libres,2012-01-26 17:00,rdc 4,56
Rennes les champs libres,2012-01-26 17:00,rdc retour,18
Rennes les champs libres,2012-01-26 17:00,rdc vie du citoyen,80
Rennes les champs libres,2012-01-26 18:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-01-26 18:00,rdc 2,6
Rennes les champs libres,2012-01-26 18:00,rdc 3,133
Rennes les champs libres,2012-01-26 18:00,rdc 4,23
Rennes les champs libres,2012-01-26 18:00,rdc retour,14
Rennes les champs libres,2012-01-26 18:00,rdc vie du citoyen,46
Rennes les champs libres,2012-01-27 12:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-01-27 12:00,rdc 2,2
Rennes les champs libres,2012-01-27 12:00,rdc 3,127
Rennes les champs libres,2012-01-27 12:00,rdc 4,31
Rennes les champs libres,2012-01-27 12:00,rdc retour,13
Rennes les champs libres,2012-01-27 12:00,rdc vie du citoyen,60
Rennes les champs libres,2012-01-27 13:00,1er etage vie du citoyen,6
Rennes les champs libres,2012-01-27 13:00,rdc 2,2
Rennes les champs libres,2012-01-27 13:00,rdc 3,126
Rennes les champs libres,2012-01-27 13:00,rdc 4,67
Rennes les champs libres,2012-01-27 13:00,rdc retour,8
Rennes les champs libres,2012-01-27 13:00,rdc vie du citoyen,58
Rennes les champs libres,2012-01-27 14:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-01-27 14:00,rdc 2,3
Rennes les champs libres,2012-01-27 14:00,rdc 3,199
Rennes les champs libres,2012-01-27 14:00,rdc 4,65
Rennes les champs libres,2012-01-27 14:00,rdc retour,10
Rennes les champs libres,2012-01-27 14:00,rdc vie du citoyen,81
Rennes les champs libres,2012-01-27 15:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-01-27 15:00,rdc 2,7
Rennes les champs libres,2012-01-27 15:00,rdc 3,220
Rennes les champs libres,2012-01-27 15:00,rdc 4,40
Rennes les champs libres,2012-01-27 15:00,rdc retour,8
Rennes les champs libres,2012-01-27 15:00,rdc vie du citoyen,64
Rennes les champs libres,2012-01-27 16:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-01-27 16:00,rdc 2,6
Rennes les champs libres,2012-01-27 16:00,rdc 3,225
Rennes les champs libres,2012-01-27 16:00,rdc 4,62
Rennes les champs libres,2012-01-27 16:00,rdc retour,14
Rennes les champs libres,2012-01-27 16:00,rdc vie du citoyen,85
Rennes les champs libres,2012-01-27 17:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-01-27 17:00,rdc 2,5
Rennes les champs libres,2012-01-27 17:00,rdc 3,170
Rennes les champs libres,2012-01-27 17:00,rdc 4,48
Rennes les champs libres,2012-01-27 17:00,rdc retour,9
Rennes les champs libres,2012-01-27 17:00,rdc vie du citoyen,80
Rennes les champs libres,2012-01-27 18:00,1er etage vie du citoyen,4
Rennes les champs libres,2012-01-27 18:00,rdc 2,8
Rennes les champs libres,2012-01-27 18:00,rdc 3,97
Rennes les champs libres,2012-01-27 18:00,rdc 4,36
Rennes les champs libres,2012-01-27 18:00,rdc retour,9
Rennes les champs libres,2012-01-27 18:00,rdc vie du citoyen,55
Rennes les champs libres,2012-01-28 14:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-01-28 14:00,rdc 2,7
Rennes les champs libres,2012-01-28 14:00,rdc 3,418
Rennes les champs libres,2012-01-28 14:00,rdc 4,88
Rennes les champs libres,2012-01-28 14:00,rdc retour,36
Rennes les champs libres,2012-01-28 14:00,rdc vie du citoyen,113
Rennes les champs libres,2012-01-28 15:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-01-28 15:00,rdc 2,10
Rennes les champs libres,2012-01-28 15:00,rdc 3,408
Rennes les champs libres,2012-01-28 15:00,rdc 4,102
Rennes les champs libres,2012-01-28 15:00,rdc retour,37
Rennes les champs libres,2012-01-28 15:00,rdc vie du citoyen,116
Rennes les champs libres,2012-01-28 16:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-01-28 16:00,rdc 2,11
Rennes les champs libres,2012-01-28 16:00,rdc 3,402
Rennes les champs libres,2012-01-28 16:00,rdc 4,129
Rennes les champs libres,2012-01-28 16:00,rdc retour,48
Rennes les champs libres,2012-01-28 16:00,rdc vie du citoyen,138
Rennes les champs libres,2012-01-28 17:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-01-28 17:00,rdc 2,26
