location,date,origin,entries
Rennes les champs libres,2010-12-09,rdc 3,1425
Rennes les champs libres,2010-12-10,rdc 3,1433
Rennes les champs libres,2010-12-11,rdc 3,1914
Rennes les champs libres,2010-12-12,rdc 3,1712
Rennes les champs libres,2010-12-14,rdc 3,1819
Rennes les champs libres,2010-12-15,rdc 3,1557
Rennes les champs libres,2010-12-16,rdc 3,1124
Rennes les champs libres,2010-12-17,rdc 3,1156
Rennes les champs libres,2010-12-18,rdc 3,1386
Rennes les champs libres,2010-12-19,rdc 3,1432
Rennes les champs libres,2010-12-21,rdc 3,2472
Rennes les champs libres,2010-12-22,rdc 3,1712
Rennes les champs libres,2010-12-23,rdc 3,1545
Rennes les champs libres,2010-12-24,rdc 3,677
Rennes les champs libres,2010-12-26,rdc 3,675
Rennes les champs libres,2010-12-28,rdc 3,2551
Rennes les champs libres,2010-12-29,rdc 3,2315
Rennes les champs libres,2010-12-30,rdc 3,2192
Rennes les champs libres,2010-12-31,rdc 3,1047
Rennes les champs libres,2010-05-01,rdc 4,3
Rennes les champs libres,2010-05-02,rdc 4,4
Rennes les champs libres,2010-05-04,rdc 4,446
Rennes les champs libres,2010-05-05,rdc 4,443
Rennes les champs libres,2010-05-06,rdc 4,303
Rennes les champs libres,2010-05-07,rdc 4,342
Rennes les champs libres,2010-05-08,rdc 4,4
Rennes les champs libres,2010-05-09,rdc 4,3
Rennes les champs libres,2010-05-11,rdc 4,509
Rennes les champs libres,2010-05-12,rdc 4,355
Rennes les champs libres,2010-05-13,rdc 4,4
Rennes les champs libres,2010-05-14,rdc 4,362
Rennes les champs libres,2010-05-15,rdc 4,319
Rennes les champs libres,2010-05-16,rdc 4,3
Rennes les champs libres,2010-05-18,rdc 4,401
Rennes les champs libres,2010-05-19,rdc 4,340
Rennes les champs libres,2010-05-20,rdc 4,269
Rennes les champs libres,2010-05-21,rdc 4,261
Rennes les champs libres,2010-05-22,rdc 4,218
Rennes les champs libres,2010-05-23,rdc 4,7
Rennes les champs libres,2010-05-25,rdc 4,344
Rennes les champs libres,2010-05-26,rdc 4,356
Rennes les champs libres,2010-05-27,rdc 4,62
Rennes les champs libres,2010-05-28,rdc 4,291
Rennes les champs libres,2010-05-29,rdc 4,328
Rennes les champs libres,2010-05-30,rdc 4,3
Rennes les champs libres,2010-06-01,rdc 4,400
Rennes les champs libres,2010-06-02,rdc 4,368
Rennes les champs libres,2010-06-03,rdc 4,230
Rennes les champs libres,2010-06-04,rdc 4,258
Rennes les champs libres,2010-06-05,rdc 4,206
Rennes les champs libres,2010-06-06,rdc 4,5
Rennes les champs libres,2010-06-08,rdc 4,418
Rennes les champs libres,2010-06-09,rdc 4,349
Rennes les champs libres,2010-06-10,rdc 4,313
Rennes les champs libres,2010-06-11,rdc 4,293
Rennes les champs libres,2010-06-12,rdc 4,245
Rennes les champs libres,2010-06-13,rdc 4,5
Rennes les champs libres,2010-06-15,rdc 4,397
Rennes les champs libres,2010-06-16,rdc 4,321
Rennes les champs libres,2010-06-17,rdc 4,260
Rennes les champs libres,2010-06-18,rdc 4,253
Rennes les champs libres,2010-06-19,rdc 4,300
Rennes les champs libres,2010-06-20,rdc 4,6
Rennes les champs libres,2010-06-22,rdc 4,324
Rennes les champs libres,2010-06-23,rdc 4,288
Rennes les champs libres,2010-06-24,rdc 4,45
Rennes les champs libres,2010-06-25,rdc 4,269
Rennes les champs libres,2010-06-26,rdc 4,226
Rennes les champs libres,2010-06-27,rdc 4,5
Rennes les champs libres,2010-06-29,rdc 4,400
Rennes les champs libres,2010-06-30,rdc 4,265
Rennes les champs libres,2010-07-01,rdc 4,219
Rennes les champs libres,2010-07-02,rdc 4,213
Rennes les champs libres,2010-07-03,rdc 4,222
Rennes les champs libres,2010-07-04,rdc 4,4
Rennes les champs libres,2010-07-06,rdc 4,323
Rennes les champs libres,2010-07-07,rdc 4,254
Rennes les champs libres,2010-07-08,rdc 4,214
Rennes les champs libres,2010-07-09,rdc 4,238
Rennes les champs libres,2010-07-10,rdc 4,212
Rennes les champs libres,2010-07-11,rdc 4,1
Rennes les champs libres,2010-07-13,rdc 4,337
Rennes les champs libres,2010-07-14,rdc 4,7
Rennes les champs libres,2010-07-15,rdc 4,273
Rennes les champs libres,2010-07-16,rdc 4,301
Rennes les champs libres,2010-07-17,rdc 4,274
Rennes les champs libres,2010-07-18,rdc 4,6
Rennes les champs libres,2010-07-20,rdc 4,309
Rennes les champs libres,2010-07-21,rdc 4,296
Rennes les champs libres,2010-07-22,rdc 4,251
Rennes les champs libres,2010-07-23,rdc 4,256
Rennes les champs libres,2010-07-24,rdc 4,224
Rennes les champs libres,2010-07-25,rdc 4,3
Rennes les champs libres,2010-07-27,rdc 4,335
Rennes les champs libres,2010-07-28,rdc 4,257
Rennes les champs libres,2010-07-29,rdc 4,276
Rennes les champs libres,2010-07-30,rdc 4,244
Rennes les champs libres,2010-07-31,rdc 4,253
Rennes les champs libres,2010-08-01,rdc 4,2
Rennes les champs libres,2010-08-03,rdc 4,345
Rennes les champs libres,2010-08-04,rdc 4,341
Rennes les champs libres,2010-08-05,rdc 4,256
Rennes les champs libres,2010-08-06,rdc 4,257
Rennes les champs libres,2010-08-07,rdc 4,244
Rennes les champs libres,2010-08-08,rdc 4,2
Rennes les champs libres,2010-08-10,rdc 4,378
Rennes les champs libres,2010-08-11,rdc 4,313
Rennes les champs libres,2010-08-12,rdc 4,261
Rennes les champs libres,2010-08-13,rdc 4,250
Rennes les champs libres,2010-08-14,rdc 4,311
Rennes les champs libres,2010-08-15,rdc 4,3
Rennes les champs libres,2010-08-17,rdc 4,362
Rennes les champs libres,2010-08-18,rdc 4,304
Rennes les champs libres,2010-08-19,rdc 4,292
Rennes les champs libres,2010-08-20,rdc 4,279
Rennes les champs libres,2010-08-21,rdc 4,218
Rennes les champs libres,2010-08-22,rdc 4,6
Rennes les champs libres,2010-08-24,rdc 4,339
Rennes les champs libres,2010-08-25,rdc 4,363
Rennes les champs libres,2010-08-26,rdc 4,368
Rennes les champs libres,2010-08-27,rdc 4,357
Rennes les champs libres,2010-08-28,rdc 4,330
Rennes les champs libres,2010-08-29,rdc 4,6
Rennes les champs libres,2010-08-31,rdc 4,436
Rennes les champs libres,2010-09-01,rdc 4,332
Rennes les champs libres,2010-09-02,rdc 4,276
Rennes les champs libres,2010-09-03,rdc 4,285
Rennes les champs libres,2010-09-04,rdc 4,271
Rennes les champs libres,2010-09-05,rdc 4,2
Rennes les champs libres,2010-09-07,rdc 4,40
Rennes les champs libres,2010-09-08,rdc 4,416
Rennes les champs libres,2010-09-09,rdc 4,301
Rennes les champs libres,2010-09-10,rdc 4,260
Rennes les champs libres,2010-09-11,rdc 4,335
Rennes les champs libres,2010-09-12,rdc 4,2
Rennes les champs libres,2010-09-14,rdc 4,398
Rennes les champs libres,2010-09-15,rdc 4,363
Rennes les champs libres,2010-09-16,rdc 4,345
Rennes les champs libres,2010-09-17,rdc 4,365
Rennes les champs libres,2010-09-18,rdc 4,296
Rennes les champs libres,2010-09-19,rdc 4,2
Rennes les champs libres,2010-09-21,rdc 4,401
Rennes les champs libres,2010-09-22,rdc 4,363
Rennes les champs libres,2010-09-23,rdc 4,33
Rennes les champs libres,2010-09-24,rdc 4,358
Rennes les champs libres,2010-09-25,rdc 4,412
Rennes les champs libres,2010-09-26,rdc 4,4
Rennes les champs libres,2010-09-28,rdc 4,457
Rennes les champs libres,2010-09-29,rdc 4,367
Rennes les champs libres,2010-09-30,rdc 4,376
Rennes les champs libres,2010-10-01,rdc 4,359
Rennes les champs libres,2010-10-02,rdc 4,414
Rennes les champs libres,2010-10-03,rdc 4,450
Rennes les champs libres,2010-10-05,rdc 4,539
Rennes les champs libres,2010-10-06,rdc 4,415
Rennes les champs libres,2010-10-07,rdc 4,300
Rennes les champs libres,2010-10-08,rdc 4,369
Rennes les champs libres,2010-10-09,rdc 4,341
Rennes les champs libres,2010-10-10,rdc 4,275
Rennes les champs libres,2010-10-12,rdc 4,266
Rennes les champs libres,2010-10-13,rdc 4,429
Rennes les champs libres,2010-10-14,rdc 4,380
Rennes les champs libres,2010-10-15,rdc 4,364
Rennes les champs libres,2010-10-16,rdc 4,420
Rennes les champs libres,2010-10-17,rdc 4,414
Rennes les champs libres,2010-10-19,rdc 4,465
Rennes les champs libres,2010-10-20,rdc 4,413
Rennes les champs libres,2010-10-21,rdc 4,332
Rennes les champs libres,2010-10-22,rdc 4,308
Rennes les champs libres,2010-10-23,rdc 4,411
Rennes les champs libres,2010-10-24,rdc 4,347
Rennes les champs libres,2010-10-26,rdc 4,749
Rennes les champs libres,2010-10-27,rdc 4,478
Rennes les champs libres,2010-10-28,rdc 4,445
Rennes les champs libres,2010-10-29,rdc 4,470
Rennes les champs libres,2010-10-30,rdc 4,377
Rennes les champs libres,2010-10-31,rdc 4,383
Rennes les champs libres,2010-11-02,rdc 4,504
Rennes les champs libres,2010-11-03,rdc 4,421
Rennes les champs libres,2010-11-04,rdc 4,375
Rennes les champs libres,2010-11-05,rdc 4,416
Rennes les champs libres,2010-11-06,rdc 4,408
Rennes les champs libres,2010-11-07,rdc 4,570
Rennes les champs libres,2010-11-09,rdc 4,422
Rennes les champs libres,2010-11-10,rdc 4,404
Rennes les champs libres,2010-11-11,rdc 4,6
Rennes les champs libres,2010-11-12,rdc 4,560
Rennes les champs libres,2010-11-13,rdc 4,428
Rennes les champs libres,2010-11-14,rdc 4,431
Rennes les champs libres,2010-11-16,rdc 4,403
Rennes les champs libres,2010-11-17,rdc 4,365
Rennes les champs libres,2010-11-18,rdc 4,342
Rennes les champs libres,2010-11-19,rdc 4,400
Rennes les champs libres,2010-11-20,rdc 4,421
Rennes les champs libres,2010-11-21,rdc 4,480
Rennes les champs libres,2010-11-23,rdc 4,516
Rennes les champs libres,2010-11-24,rdc 4,395
Rennes les champs libres,2010-11-25,rdc 4,325
Rennes les champs libres,2010-11-26,rdc 4,402
Rennes les champs libres,2010-11-27,rdc 4,399
Rennes les champs libres,2010-11-28,rdc 4,515
Rennes les champs libres,2010-11-30,rdc 4,480
Rennes les champs libres,2010-12-01,rdc 4,497
Rennes les champs libres,2010-12-02,rdc 4,340
Rennes les champs libres,2010-12-03,rdc 4,343
Rennes les champs libres,2010-12-04,rdc 4,406
Rennes les champs libres,2010-12-05,rdc 4,426
Rennes les champs libres,2010-12-07,rdc 4,511
Rennes les champs libres,2010-12-08,rdc 4,364
Rennes les champs libres,2010-12-09,rdc 4,308
Rennes les champs libres,2010-12-10,rdc 4,290
Rennes les champs libres,2010-12-11,rdc 4,398
Rennes les champs libres,2010-12-12,rdc 4,433
Rennes les champs libres,2010-12-14,rdc 4,440
Rennes les champs libres,2010-12-15,rdc 4,388
Rennes les champs libres,2010-12-16,rdc 4,366
Rennes les champs libres,2010-12-17,rdc 4,412
Rennes les champs libres,2010-12-18,rdc 4,302
Rennes les champs libres,2010-12-19,rdc 4,374
Rennes les champs libres,2010-12-21,rdc 4,581
Rennes les champs libres,2010-12-22,rdc 4,441
Rennes les champs libres,2010-12-23,rdc 4,401
Rennes les champs libres,2010-12-24,rdc 4,256
Rennes les champs libres,2010-12-25,rdc 4,3
Rennes les champs libres,2010-12-26,rdc 4,221
Rennes les champs libres,2010-12-28,rdc 4,542
Rennes les champs libres,2010-12-29,rdc 4,504
Rennes les champs libres,2010-12-30,rdc 4,555
Rennes les champs libres,2010-12-31,rdc 4,260
Rennes les champs libres,2010-05-02,rdc vie du citoyen,888
Rennes les champs libres,2010-05-04,rdc vie du citoyen,671
Rennes les champs libres,2010-05-05,rdc vie du citoyen,617
Rennes les champs libres,2010-05-06,rdc vie du citoyen,495
Rennes les champs libres,2010-05-07,rdc vie du citoyen,498
Rennes les champs libres,2010-05-09,rdc vie du citoyen,694
Rennes les champs libres,2010-05-11,rdc vie du citoyen,687
Rennes les champs libres,2010-05-12,rdc vie du citoyen,534
Rennes les champs libres,2010-05-14,rdc vie du citoyen,507
Rennes les champs libres,2010-05-15,rdc vie du citoyen,373
Rennes les champs libres,2010-05-16,rdc vie du citoyen,614
Rennes les champs libres,2010-05-18,rdc vie du citoyen,624
Rennes les champs libres,2010-05-19,rdc vie du citoyen,590
Rennes les champs libres,2010-05-20,rdc vie du citoyen,551
Rennes les champs libres,2010-05-21,rdc vie du citoyen,436
Rennes les champs libres,2010-05-22,rdc vie du citoyen,381
Rennes les champs libres,2010-05-25,rdc vie du citoyen,562
Rennes les champs libres,2010-05-26,rdc vie du citoyen,533
Rennes les champs libres,2010-05-27,rdc vie du citoyen,842
Rennes les champs libres,2010-05-28,rdc vie du citoyen,492
Rennes les champs libres,2010-05-29,rdc vie du citoyen,418
Rennes les champs libres,2010-05-30,rdc vie du citoyen,514
Rennes les champs libres,2010-06-01,rdc vie du citoyen,679
Rennes les champs libres,2010-06-02,rdc vie du citoyen,601
Rennes les champs libres,2010-06-03,rdc vie du citoyen,518
Rennes les champs libres,2010-06-04,rdc vie du citoyen,438
Rennes les champs libres,2010-06-05,rdc vie du citoyen,375
Rennes les champs libres,2010-06-06,rdc vie du citoyen,475
Rennes les champs libres,2010-06-08,rdc vie du citoyen,628
Rennes les champs libres,2010-06-09,rdc vie du citoyen,608
Rennes les champs libres,2010-06-10,rdc vie du citoyen,572
Rennes les champs libres,2010-06-11,rdc vie du citoyen,467
Rennes les champs libres,2010-06-12,rdc vie du citoyen,370
Rennes les champs libres,2010-06-13,rdc vie du citoyen,454
Rennes les champs libres,2010-06-15,rdc vie du citoyen,640
Rennes les champs libres,2010-06-16,rdc vie du citoyen,479
Rennes les champs libres,2010-06-17,rdc vie du citoyen,533
Rennes les champs libres,2010-06-18,rdc vie du citoyen,456
Rennes les champs libres,2010-06-19,rdc vie du citoyen,368
Rennes les champs libres,2010-06-20,rdc vie du citoyen,504
Rennes les champs libres,2010-06-22,rdc vie du citoyen,555
Rennes les champs libres,2010-06-23,rdc vie du citoyen,439
Rennes les champs libres,2010-06-24,rdc vie du citoyen,16
Rennes les champs libres,2010-06-25,rdc vie du citoyen,435
Rennes les champs libres,2010-06-26,rdc vie du citoyen,359
Rennes les champs libres,2010-06-27,rdc vie du citoyen,323
Rennes les champs libres,2010-06-29,rdc vie du citoyen,561
Rennes les champs libres,2010-06-30,rdc vie du citoyen,448
Rennes les champs libres,2010-07-01,rdc vie du citoyen,406
Rennes les champs libres,2010-07-02,rdc vie du citoyen,369
Rennes les champs libres,2010-07-03,rdc vie du citoyen,356
Rennes les champs libres,2010-07-04,rdc vie du citoyen,339
Rennes les champs libres,2010-07-06,rdc vie du citoyen,449
Rennes les champs libres,2010-07-07,rdc vie du citoyen,398
Rennes les champs libres,2010-07-08,rdc vie du citoyen,392
Rennes les champs libres,2010-07-09,rdc vie du citoyen,392
Rennes les champs libres,2010-07-10,rdc vie du citoyen,324
Rennes les champs libres,2010-07-11,rdc vie du citoyen,323
Rennes les champs libres,2010-07-13,rdc vie du citoyen,406
Rennes les champs libres,2010-07-15,rdc vie du citoyen,402
Rennes les champs libres,2010-07-16,rdc vie du citoyen,398
Rennes les champs libres,2010-07-17,rdc vie du citoyen,376
Rennes les champs libres,2010-07-18,rdc vie du citoyen,313
Rennes les champs libres,2010-07-20,rdc vie du citoyen,482
Rennes les champs libres,2010-07-21,rdc vie du citoyen,506
Rennes les champs libres,2010-07-22,rdc vie du citoyen,426
Rennes les champs libres,2010-07-23,rdc vie du citoyen,403
Rennes les champs libres,2010-07-24,rdc vie du citoyen,375
Rennes les champs libres,2010-07-25,rdc vie du citoyen,350
Rennes les champs libres,2010-07-27,rdc vie du citoyen,497
Rennes les champs libres,2010-07-28,rdc vie du citoyen,439
Rennes les champs libres,2010-07-29,rdc vie du citoyen,491
Rennes les champs libres,2010-07-30,rdc vie du citoyen,439
Rennes les champs libres,2010-07-31,rdc vie du citoyen,376
Rennes les champs libres,2010-08-01,rdc vie du citoyen,365
Rennes les champs libres,2010-08-03,rdc vie du citoyen,507
Rennes les champs libres,2010-08-04,rdc vie du citoyen,457
Rennes les champs libres,2010-08-05,rdc vie du citoyen,480
Rennes les champs libres,2010-08-06,rdc vie du citoyen,401
Rennes les champs libres,2010-08-07,rdc vie du citoyen,368
Rennes les champs libres,2010-08-08,rdc vie du citoyen,328
Rennes les champs libres,2010-08-10,rdc vie du citoyen,477
Rennes les champs libres,2010-08-11,rdc vie du citoyen,469
Rennes les champs libres,2010-08-12,rdc vie du citoyen,441
Rennes les champs libres,2010-08-13,rdc vie du citoyen,410
Rennes les champs libres,2010-08-14,rdc vie du citoyen,400
Rennes les champs libres,2010-08-17,rdc vie du citoyen,529
Rennes les champs libres,2010-08-18,rdc vie du citoyen,493
Rennes les champs libres,2010-08-19,rdc vie du citoyen,462
Rennes les champs libres,2010-08-20,rdc vie du citoyen,390
Rennes les champs libres,2010-08-21,rdc vie du citoyen,395
Rennes les champs libres,2010-08-22,rdc vie du citoyen,378
Rennes les champs libres,2010-08-24,rdc vie du citoyen,531
Rennes les champs libres,2010-08-25,rdc vie du citoyen,515
Rennes les champs libres,2010-08-26,rdc vie du citoyen,568
Rennes les champs libres,2010-08-27,rdc vie du citoyen,471
Rennes les champs libres,2010-08-28,rdc vie du citoyen,474
Rennes les champs libres,2010-08-29,rdc vie du citoyen,426
Rennes les champs libres,2010-08-31,rdc vie du citoyen,566
Rennes les champs libres,2010-09-01,rdc vie du citoyen,530
Rennes les champs libres,2010-09-02,rdc vie du citoyen,473
Rennes les champs libres,2010-09-03,rdc vie du citoyen,491
Rennes les champs libres,2010-09-04,rdc vie du citoyen,386
Rennes les champs libres,2010-09-05,rdc vie du citoyen,526
Rennes les champs libres,2010-09-07,rdc vie du citoyen,11
Rennes les champs libres,2010-09-08,rdc vie du citoyen,579
Rennes les champs libres,2010-09-09,rdc vie du citoyen,516
Rennes les champs libres,2010-09-10,rdc vie du citoyen,425
Rennes les champs libres,2010-09-11,rdc vie du citoyen,453
Rennes les champs libres,2010-09-12,rdc vie du citoyen,547
Rennes les champs libres,2010-09-14,rdc vie du citoyen,634
Rennes les champs libres,2010-09-15,rdc vie du citoyen,545
Rennes les champs libres,2010-09-16,rdc vie du citoyen,493
Rennes les champs libres,2010-09-17,rdc vie du citoyen,506
Rennes les champs libres,2010-09-18,rdc vie du citoyen,374
Rennes les champs libres,2010-09-19,rdc vie du citoyen,524
Rennes les champs libres,2010-09-21,rdc vie du citoyen,584
Rennes les champs libres,2010-09-22,rdc vie du citoyen,520
Rennes les champs libres,2010-09-23,rdc vie du citoyen,20
Rennes les champs libres,2010-09-24,rdc vie du citoyen,575
Rennes les champs libres,2010-09-25,rdc vie du citoyen,461
Rennes les champs libres,2010-09-26,rdc vie du citoyen,671
Rennes les champs libres,2010-09-28,rdc vie du citoyen,625
Rennes les champs libres,2010-09-29,rdc vie du citoyen,565
Rennes les champs libres,2010-09-30,rdc vie du citoyen,591
Rennes les champs libres,2010-10-01,rdc vie du citoyen,534
Rennes les champs libres,2010-10-02,rdc vie du citoyen,575
Rennes les champs libres,2010-10-03,rdc vie du citoyen,636
Rennes les champs libres,2010-10-05,rdc vie du citoyen,674
Rennes les champs libres,2010-10-06,rdc vie du citoyen,618
Rennes les champs libres,2010-10-07,rdc vie du citoyen,540
Rennes les champs libres,2010-10-08,rdc vie du citoyen,399
Rennes les champs libres,2010-10-09,rdc vie du citoyen,439
Rennes les champs libres,2010-10-10,rdc vie du citoyen,458
Rennes les champs libres,2010-10-12,rdc vie du citoyen,534
Rennes les champs libres,2010-10-13,rdc vie du citoyen,573
Rennes les champs libres,2010-10-14,rdc vie du citoyen,619
Rennes les champs libres,2010-10-15,rdc vie du citoyen,535
Rennes les champs libres,2010-10-16,rdc vie du citoyen,567
Rennes les champs libres,2010-10-17,rdc vie du citoyen,628
